workload,trace_id,scale_selected,origin,split,agent_status,trace_path,native_source_path,llm_calls,tool_calls,total_nodes,unique_tools,capture_wall_seconds,llm_phase_seconds,tool_phase_seconds,other_unattributed_seconds,timestamped_span_seconds,missing_timestamp_events,prompt_qwen36_total_tokens,max_prompt_qwen36_tokens,input_nemotron_known_tokens,input_nemotron_missing_calls,output_recorded_total_tokens,output_reasoning_known_tokens,output_nonreasoning_known_tokens,output_unknown_tokens
openclaw,b9763138-c053-4832-9f55-86200cb1f99c,True,expanded_collection,validation,success,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/b9763138-c053-4832-9f55-86200cb1f99c/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/collection/expand128-7594555-20260907/openclaw/raw/direct-batch-brave-restored/tasks/017_b9763138-c053-4832-9f55-86200cb1f99c,3,2,5,2,35.062,24.705000162124634,1.312000036239624,9.04499980163574,26.017000198364258,0,34375,17183,36306,0,1246,813,433,0
openclaw,2b3ef98c-cc05-450b-a719-711aee40ac65,False,expanded_collection,validation,failed,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/2b3ef98c-cc05-450b-a719-711aee40ac65/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/collection/expand128-7594555-20260907/openclaw/raw/direct-batch-brave-restored/tasks/019_2b3ef98c-cc05-450b-a719-711aee40ac65,28,27,55,2,248.822,74.26699924468994,165.72000074386597,8.835000011444095,239.9869999885559,0,,,370297,1,4549,1086,2348,1115
openclaw,bfcd99e1-0690-4b53-a85c-0174a8629083,True,expanded_collection,validation,success,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/bfcd99e1-0690-4b53-a85c-0174a8629083/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/collection/expand128-7594555-20260907/openclaw/raw/direct-batch-brave-restored/tasks/020_bfcd99e1-0690-4b53-a85c-0174a8629083,7,6,13,1,55.886,44.069000005722046,2.7220001220703125,9.094999872207644,46.79100012779236,0,63204,11195,67230,0,3270,1904,1366,0
openclaw,544b7f0c-173a-4377-8d56-57b36eb26ddf,True,expanded_collection,validation,success,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/544b7f0c-173a-4377-8d56-57b36eb26ddf/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/collection/expand128-7594555-20260907/openclaw/raw/direct-batch-brave-restored/tasks/021_544b7f0c-173a-4377-8d56-57b36eb26ddf,11,10,21,2,68.177,52.90299987792969,6.508000135421753,8.765999986648566,59.41100001335144,0,202400,25642,210634,0,1507,674,833,0
openclaw,42576abe-0deb-4869-8c63-225c2d75a95a,True,expanded_collection,validation,success,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/42576abe-0deb-4869-8c63-225c2d75a95a/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/collection/expand128-7594555-20260907/openclaw/raw/direct-batch-brave-restored/tasks/022_42576abe-0deb-4869-8c63-225c2d75a95a,3,2,5,2,23.514,14.783999919891357,0.11500000953674316,8.615000070571899,14.8989999294281,0,23998,8298,25816,0,1092,692,400,0
openclaw,6b078778-0b90-464d-83f6-59511c811b01,True,expanded_collection,validation,success,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/6b078778-0b90-464d-83f6-59511c811b01/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/collection/expand128-7594555-20260907/openclaw/raw/direct-batch-brave-restored/tasks/023_6b078778-0b90-464d-83f6-59511c811b01,4,3,7,2,44.055,33.379000186920166,1.7959997653961182,8.880000047683716,35.174999952316284,0,52893,20971,55409,0,591,325,266,0
openclaw,b415aba4-4b68-4fc6-9b89-2c812e55a3e1,True,expanded_collection,validation,success,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/b415aba4-4b68-4fc6-9b89-2c812e55a3e1/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/collection/expand128-7594555-20260907/openclaw/raw/direct-batch-brave-restored/tasks/024_b415aba4-4b68-4fc6-9b89-2c812e55a3e1,7,6,13,2,56.827,41.25099992752075,6.563000202178955,9.012999870300291,47.81400012969971,0,139532,35986,143050,0,2240,1712,528,0
openclaw,076c8171-9b3b-49b9-a477-244d2a532826,True,expanded_collection,validation,success,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/076c8171-9b3b-49b9-a477-244d2a532826/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/collection/expand128-7594555-20260907/openclaw/raw/direct-batch-brave-restored/tasks/025_076c8171-9b3b-49b9-a477-244d2a532826,7,6,13,1,93.382,79.5019998550415,4.9730000495910645,8.907000095367437,84.47499990463257,0,75974,15128,80441,0,2475,336,2139,0
openclaw,08cae58d-4084-4616-b6dd-dd6534e4825b,True,expanded_collection,validation,success,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/08cae58d-4084-4616-b6dd-dd6534e4825b/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/collection/expand128-7594555-20260907/openclaw/raw/direct-batch-brave-restored/tasks/026_08cae58d-4084-4616-b6dd-dd6534e4825b,25,24,49,2,161.911,141.08099937438965,11.819000482559204,9.011000143051149,152.89999985694885,0,943288,70340,977926,0,10313,8784,1529,0
openclaw,cca530fc-4052-43b2-b130-b30968d8aa44,True,expanded_collection,validation,failed,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/cca530fc-4052-43b2-b130-b30968d8aa44/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/collection/expand128-7594555-20260907/openclaw/raw/direct-batch-brave-restored/tasks/027_cca530fc-4052-43b2-b130-b30968d8aa44,13,12,25,2,248.834,236.13100004196167,3.8559999465942383,8.847000011444095,239.9869999885559,0,214659,27295,193043,1,20362,8278,5850,6234
openclaw,2dfc4c37-fec1-4518-84a7-10095d30ad75,True,expanded_collection,validation,success,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/2dfc4c37-fec1-4518-84a7-10095d30ad75/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/collection/expand128-7594555-20260907/openclaw/raw/direct-batch-brave-restored/tasks/028_2dfc4c37-fec1-4518-84a7-10095d30ad75,18,17,35,2,89.067,74.4489996433258,5.8520002365112305,8.766000120162957,80.30099987983704,0,686504,77642,702152,0,2949,1693,1256,0
openclaw,935e2cff-ae78-4218-b3f5-115589b19dae,True,expanded_collection,validation,success,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/935e2cff-ae78-4218-b3f5-115589b19dae/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/collection/expand128-7594555-20260907/openclaw/raw/direct-batch-brave-restored/tasks/029_935e2cff-ae78-4218-b3f5-115589b19dae,13,12,25,2,92.602,73.13300013542175,10.514999866485596,8.953999998092655,83.64800000190735,0,409293,51174,421483,0,1848,1077,771,0
openclaw,4fc2f1ae-8625-45b5-ab34-ad4433bc21f8,True,expanded_collection,validation,success,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/4fc2f1ae-8625-45b5-ab34-ad4433bc21f8/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/collection/expand128-7594555-20260907/openclaw/raw/direct-batch-brave-restored/tasks/030_4fc2f1ae-8625-45b5-ab34-ad4433bc21f8,7,6,13,2,47.461,34.41699981689453,4.121999979019165,8.922000204086302,38.538999795913696,0,169468,40047,177014,0,1683,1258,425,0
openclaw,5188369a-3bbe-43d8-8b94-11558f909a08,True,expanded_collection,validation,success,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/5188369a-3bbe-43d8-8b94-11558f909a08/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/collection/expand128-7594555-20260907/openclaw/raw/direct-batch-brave-restored/tasks/031_5188369a-3bbe-43d8-8b94-11558f909a08,11,10,21,2,29.529,18.371999979019165,2.2100000381469727,8.946999982833862,20.582000017166138,0,128884,15813,136117,0,1090,396,694,0
openclaw,9f41b083-683e-4dcf-9185-ccfeaa88fa45,True,expanded_collection,validation,success,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/9f41b083-683e-4dcf-9185-ccfeaa88fa45/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/collection/expand128-7594555-20260907/openclaw/raw/direct-batch-brave-restored/tasks/032_9f41b083-683e-4dcf-9185-ccfeaa88fa45,26,25,51,3,99.902,79.01199984550476,11.98200011253357,8.908000041961671,90.99399995803833,0,1536676,79346,1596649,0,3389,1571,1818,0
openclaw,6f37996b-2ac7-44b0-8e68-6d28256631b4,True,expanded_collection,validation,success,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/6f37996b-2ac7-44b0-8e68-6d28256631b4/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/collection/expand128-7594555-20260907/openclaw/raw/direct-batch-brave-restored/tasks/033_6f37996b-2ac7-44b0-8e68-6d28256631b4,3,2,5,1,34.986,24.66599988937378,1.3359999656677246,8.984000144958493,26.001999855041504,0,24124,8430,25834,0,1587,840,747,0
openclaw,56db2318-640f-477a-a82f-bc93ad13e882,True,expanded_collection,validation,success,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/56db2318-640f-477a-a82f-bc93ad13e882/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/collection/expand128-7594555-20260907/openclaw/raw/direct-batch-brave-restored/tasks/034_56db2318-640f-477a-a82f-bc93ad13e882,3,2,5,1,37.526,27.255000352859497,1.3779997825622559,8.89299986457825,28.633000135421753,0,26781,10326,28514,0,1985,408,1577,0
openclaw,ecbc4f94-95a3-4cc7-b255-6741a458a625,True,expanded_collection,validation,success,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/ecbc4f94-95a3-4cc7-b255-6741a458a625/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/collection/expand128-7594555-20260907/openclaw/raw/direct-batch-brave-restored/tasks/035_ecbc4f94-95a3-4cc7-b255-6741a458a625,8,7,15,2,111.05,96.88900017738342,5.262999773025513,8.898000049591062,102.15199995040894,0,213084,41059,220342,0,1729,945,784,0
openclaw,e9a2c537-8232-4c3f-85b0-b52de6bcba99,True,expanded_collection,validation,success,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/e9a2c537-8232-4c3f-85b0-b52de6bcba99/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/collection/expand128-7594555-20260907/openclaw/raw/direct-batch-brave-restored/tasks/036_e9a2c537-8232-4c3f-85b0-b52de6bcba99,4,3,7,1,57.665,47.420000076293945,1.4259998798370361,8.819000043869018,48.84599995613098,0,34060,9640,36484,0,1112,304,808,0
openclaw,8131e2c0-0083-4265-9ce7-78c2d568425d,True,expanded_collection,validation,failed,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/8131e2c0-0083-4265-9ce7-78c2d568425d/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/collection/expand128-7594555-20260907/openclaw/raw/direct-batch-brave-restored/tasks/037_8131e2c0-0083-4265-9ce7-78c2d568425d,64,63,127,2,248.826,205.00100016593933,34.984999895095825,8.839999938964837,239.98600006103516,0,3223825,74298,3226182,1,7263,3354,3731,178
openclaw,71345b0a-9c7d-4b50-b2bf-937ec5879845,True,expanded_collection,validation,success,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/71345b0a-9c7d-4b50-b2bf-937ec5879845/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/collection/expand128-7594555-20260907/openclaw/raw/direct-batch-brave-restored/tasks/039_71345b0a-9c7d-4b50-b2bf-937ec5879845,8,7,15,2,78.334,58.68000030517578,4.431999683380127,15.222000011444095,63.11199998855591,0,211976,51142,217783,0,1598,1148,450,0
openclaw,ebbc1f13-d24d-40df-9068-adcf735b4240,True,expanded_collection,validation,failed,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/ebbc1f13-d24d-40df-9068-adcf735b4240/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/collection/expand128-7594555-20260907/openclaw/raw/direct-batch-brave-restored/tasks/041_ebbc1f13-d24d-40df-9068-adcf735b4240,40,39,79,2,249.361,220.36600041389465,19.61799955368042,9.377000032424917,239.98399996757507,0,1018017,48598,1000527,1,6724,4271,2052,401
openclaw,7b5377b0-3f38-4103-8ad2-90fe89864c04,True,expanded_collection,validation,success,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/7b5377b0-3f38-4103-8ad2-90fe89864c04/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/collection/expand128-7594555-20260907/openclaw/raw/direct-batch-brave-restored/tasks/042_7b5377b0-3f38-4103-8ad2-90fe89864c04,3,4,7,2,29.649,19.384999990463257,1.1640000343322754,9.099999975204469,20.549000024795532,0,37201,17487,39241,0,1565,1119,446,0
openclaw,114d5fd0-e2ae-4b6d-a65a-870da2d19c08,True,expanded_collection,validation,success,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/114d5fd0-e2ae-4b6d-a65a-870da2d19c08/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/collection/expand128-7594555-20260907/openclaw/raw/direct-batch-brave-restored/tasks/043_114d5fd0-e2ae-4b6d-a65a-870da2d19c08,43,42,85,3,226.73,205.03400015830994,12.718999862670898,8.976999979019155,217.75300002098083,0,2450020,85126,2539230,0,6487,3146,3341,0
openclaw,ad37a656-079a-49f9-a493-7b739c9167d1,True,expanded_collection,validation,success,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/ad37a656-079a-49f9-a493-7b739c9167d1/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/collection/expand128-7594555-20260907/openclaw/raw/direct-batch-brave-restored/tasks/045_ad37a656-079a-49f9-a493-7b739c9167d1,8,7,15,2,61.723,49.3510000705719,3.4779999256134033,8.894000003814696,52.8289999961853,0,132655,23336,138348,0,897,483,414,0
openclaw,366e2f2b-8632-4ef2-81eb-bc3877489217,True,expanded_collection,validation,success,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/366e2f2b-8632-4ef2-81eb-bc3877489217/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/collection/expand128-7594555-20260907/openclaw/raw/direct-batch-brave-restored/tasks/046_366e2f2b-8632-4ef2-81eb-bc3877489217,4,3,7,2,46.821,36.60000014305115,1.372999906539917,8.847999950408934,37.973000049591064,0,157217,50894,167127,0,2746,1973,773,0
openclaw,c526d8d6-5987-4da9-b24c-83466fa172f3,True,expanded_collection,validation,failed,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/c526d8d6-5987-4da9-b24c-83466fa172f3/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/collection/expand128-7594555-20260907/openclaw/raw/direct-batch-brave-restored/tasks/047_c526d8d6-5987-4da9-b24c-83466fa172f3,20,19,39,4,249.027,230.2859992980957,9.701000690460205,9.040000011444079,239.9869999885559,0,920842,73962,883051,1,2318,638,1479,201
openclaw,f3917a3d-1d17-4ee2-90c5-683b072218fe,True,expanded_collection,validation,success,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/f3917a3d-1d17-4ee2-90c5-683b072218fe/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/collection/expand128-7594555-20260907/openclaw/raw/direct-batch-brave-restored/tasks/048_f3917a3d-1d17-4ee2-90c5-683b072218fe,18,17,35,3,231.644,214.5239999294281,8.190999984741211,8.929000085830694,222.7149999141693,0,668733,68285,687100,0,5777,2941,2836,0
openclaw,389793a7-ca17-4e82-81cb-2b3a2391b4b9,True,expanded_collection,validation,success,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/389793a7-ca17-4e82-81cb-2b3a2391b4b9/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/collection/expand128-7594555-20260907/openclaw/raw/direct-batch-brave-restored/tasks/049_389793a7-ca17-4e82-81cb-2b3a2391b4b9,3,2,5,2,48.278,35.85599994659424,1.3270001411437988,11.094999912261962,37.18300008773804,0,23649,8312,25477,0,2041,1392,649,0
openclaw,48eb8242-1099-4c26-95d4-ef22b002457a,True,expanded_collection,validation,failed,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/48eb8242-1099-4c26-95d4-ef22b002457a/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/collection/expand128-7594555-20260907/openclaw/raw/direct-batch-brave-restored/tasks/052_48eb8242-1099-4c26-95d4-ef22b002457a,19,18,37,2,249.404,230.5550000667572,9.441999912261963,9.407000020980831,239.99699997901917,0,707598,64929,659126,1,6258,5185,957,116
openclaw,c8b7e059-c60d-472e-ad64-3b04ae1166dc,True,expanded_collection,validation,failed,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/c8b7e059-c60d-472e-ad64-3b04ae1166dc/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/collection/expand128-7594555-20260907/openclaw/raw/direct-batch-brave-restored/tasks/053_c8b7e059-c60d-472e-ad64-3b04ae1166dc,40,39,79,3,249.64,220.21200013160706,19.77399969100952,9.65400017738341,239.98599982261658,0,1939196,95476,1894609,1,3223,1086,2079,58
openclaw,d1af70ea-a9a4-421a-b9cc-94b5e02f1788,True,expanded_collection,validation,failed,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/d1af70ea-a9a4-421a-b9cc-94b5e02f1788/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/collection/expand128-7594555-20260907/openclaw/raw/direct-batch-brave-restored/tasks/054_d1af70ea-a9a4-421a-b9cc-94b5e02f1788,25,24,49,2,250.621,225.25899958610535,14.726000308990479,10.636000104904184,239.98499989509583,0,1324121,96308,1253755,1,7084,5124,1148,812
openclaw,a3fbeb63-0e8c-4a11-bff6-0e3b484c3e9c,True,expanded_collection,validation,success,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/a3fbeb63-0e8c-4a11-bff6-0e3b484c3e9c/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/collection/expand128-7594555-20260907/openclaw/raw/direct-batch-brave-restored/tasks/055_a3fbeb63-0e8c-4a11-bff6-0e3b484c3e9c,12,11,23,1,94.175,76.62299990653992,8.33400011062622,9.21799998283386,84.95700001716614,0,104917,10418,111967,0,3495,1412,2083,0
openclaw,08f3a05f-5947-4089-a4c4-d4bcfaa6b7a0,True,expanded_collection,validation,success,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/08f3a05f-5947-4089-a4c4-d4bcfaa6b7a0/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/collection/expand128-7594555-20260907/openclaw/raw/direct-batch-brave-restored/tasks/057_08f3a05f-5947-4089-a4c4-d4bcfaa6b7a0,4,3,7,1,37.683,26.69000005722046,1.3940000534057617,9.59899988937378,28.08400011062622,0,31565,8271,33925,0,1331,776,555,0
openclaw,c714ab3a-da30-4603-bacd-d008800188b9,True,expanded_collection,validation,success,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/c714ab3a-da30-4603-bacd-d008800188b9/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/collection/expand128-7594555-20260907/openclaw/raw/direct-batch-brave-restored/tasks/058_c714ab3a-da30-4603-bacd-d008800188b9,3,2,5,2,57.896,48.992000102996826,0.11599993705749512,8.78799995994568,49.10800004005432,0,24595,8684,26391,0,1810,1241,569,0
openclaw,9d191bce-651d-4746-be2d-7ef8ecadb9c2,True,expanded_collection,validation,success,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/9d191bce-651d-4746-be2d-7ef8ecadb9c2/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/collection/expand128-7594555-20260907/openclaw/raw/direct-batch-brave-restored/tasks/059_9d191bce-651d-4746-be2d-7ef8ecadb9c2,4,3,7,2,42.068,31.365000247955322,1.80899977684021,8.893999975204466,33.17400002479553,0,38805,12324,41430,0,445,243,202,0
openclaw,54612da3-fd56-4941-80f4-5eb82330de25,True,expanded_collection,validation,success,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/54612da3-fd56-4941-80f4-5eb82330de25/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/collection/expand128-7594555-20260907/openclaw/raw/direct-batch-brave-restored/tasks/060_54612da3-fd56-4941-80f4-5eb82330de25,3,2,5,1,50.852,39.49300003051758,1.747999906539917,9.611000062942502,41.240999937057495,0,24205,8531,25941,0,741,306,435,0
openclaw,ded28325-3447-4c56-860f-e497d6fb3577,True,expanded_collection,validation,success,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/ded28325-3447-4c56-860f-e497d6fb3577/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/collection/expand128-7594555-20260907/openclaw/raw/direct-batch-brave-restored/tasks/061_ded28325-3447-4c56-860f-e497d6fb3577,2,1,3,1,25.138,11.775000095367432,1.253000020980835,12.109999883651735,13.028000116348267,0,15625,8143,16818,0,275,125,150,0
openclaw,e961a717-6b25-4175-8a68-874d28190ee4,True,expanded_collection,validation,success,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/e961a717-6b25-4175-8a68-874d28190ee4/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/collection/expand128-7594555-20260907/openclaw/raw/direct-batch-brave-restored/tasks/063_e961a717-6b25-4175-8a68-874d28190ee4,6,5,11,2,182.425,169.2559998035431,2.451000213623047,10.717999982833874,171.70700001716614,0,118645,35085,123409,0,2425,1962,463,0
openclaw,7cc4acfa-63fd-4acc-a1a1-e8e529e0a97f,True,expanded_collection,validation,success,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/7cc4acfa-63fd-4acc-a1a1-e8e529e0a97f/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/collection/expand128-7594555-20260907/openclaw/raw/direct-batch-brave-restored/tasks/064_7cc4acfa-63fd-4acc-a1a1-e8e529e0a97f,3,2,5,1,116.192,105.69199991226196,1.690000057220459,8.810000030517571,107.38199996948242,0,24056,8419,25832,0,866,459,407,0
openclaw,d700d50d-c707-4dca-90dc-4528cddd0c80,True,expanded_collection,validation,success,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/d700d50d-c707-4dca-90dc-4528cddd0c80/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/collection/expand128-7594555-20260907/openclaw/raw/direct-batch-brave-restored/tasks/065_d700d50d-c707-4dca-90dc-4528cddd0c80,5,4,9,2,174.058,160.78200006484985,1.872999906539917,11.403000028610222,162.65499997138977,0,80876,25940,84590,0,801,541,260,0
openclaw,851e570a-e3de-4d84-bcfa-cc85578baa59,True,expanded_collection,validation,success,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/851e570a-e3de-4d84-bcfa-cc85578baa59/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/collection/expand128-7594555-20260907/openclaw/raw/direct-batch-brave-restored/tasks/067_851e570a-e3de-4d84-bcfa-cc85578baa59,5,4,9,3,163.259,147.36899995803833,2.7330000400543213,13.157000001907335,150.10199999809265,0,74878,17276,78894,0,1979,1045,934,0
openclaw,cabe07ed-9eca-40ea-8ead-410ef5e83f91,True,expanded_collection,validation,success,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/cabe07ed-9eca-40ea-8ead-410ef5e83f91/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/collection/expand128-7594555-20260907/openclaw/raw/direct-batch-brave-restored/tasks/068_cabe07ed-9eca-40ea-8ead-410ef5e83f91,9,8,17,2,91.24,75.5079996585846,6.5370001792907715,9.195000162124629,82.04499983787537,0,126598,29475,133495,0,1161,525,636,0
