workload,trace_id,node_id,call_index,trace_llm_calls,replay_32k_eligible,input_qwen_tokens,input_nemotron_usage_tokens,output_recorded_tokens,output_reasoning_tokens,output_nonreasoning_tokens,output_unknown_tokens,response_id
minisweagent,sqlfluff__sqlfluff-1517,llm-035,35,132,False,18818,21462,63,10,53,0,chatcmpl-6c15dc3a-5223-4219-9570-70a4b0de2ba9
minisweagent,sqlfluff__sqlfluff-1517,llm-036,36,132,False,19076,21749,81,38,43,0,chatcmpl-1bdc03d4-801c-4a6f-87ed-aab11dc19135
minisweagent,sqlfluff__sqlfluff-1517,llm-037,37,132,False,21057,23910,458,347,111,0,chatcmpl-d0f9b08f-1b2b-420a-9baa-47d9304c089b
minisweagent,sqlfluff__sqlfluff-1517,llm-038,38,132,False,21240,24447,176,27,149,0,chatcmpl-751419cf-7435-4058-ad38-c971884a4b50
minisweagent,sqlfluff__sqlfluff-1517,llm-039,39,132,False,21592,24850,289,20,269,0,chatcmpl-b799f6e3-9495-4cf4-877e-6da703263d4b
minisweagent,sqlfluff__sqlfluff-1517,llm-040,40,132,False,21905,25190,281,17,264,0,chatcmpl-1ebc826a-e799-4070-b92e-16cdeab00b2f
minisweagent,sqlfluff__sqlfluff-1517,llm-041,41,132,False,22244,25553,354,60,294,0,chatcmpl-5552fe87-4fc4-4e0c-83c9-13dc8e6aa872
minisweagent,sqlfluff__sqlfluff-1517,llm-042,42,132,False,22638,26012,344,80,264,0,chatcmpl-115aaee5-44ee-45b3-9a91-7f33cf09af0b
minisweagent,sqlfluff__sqlfluff-1517,llm-043,43,132,False,22987,26453,401,55,346,0,chatcmpl-8d423ad8-88db-44fb-a945-287e13aceb54
minisweagent,sqlfluff__sqlfluff-1517,llm-044,44,132,False,23412,26948,376,21,355,0,chatcmpl-3fa63157-9c55-4fb3-ba37-82aa690acc40
minisweagent,sqlfluff__sqlfluff-1517,llm-045,45,132,False,23846,27419,107,53,54,0,chatcmpl-07031bed-7a3e-4864-8bcd-d70f6887854e
minisweagent,sqlfluff__sqlfluff-1517,llm-046,46,132,False,24596,28270,123,84,39,0,chatcmpl-b1ac24c6-70e7-4ee3-a69e-8a6b2829f758
minisweagent,sqlfluff__sqlfluff-1517,llm-047,47,132,False,25641,29475,246,193,53,0,chatcmpl-cb13fbba-bdfb-4455-9028-ec64f434fd70
minisweagent,sqlfluff__sqlfluff-1517,llm-048,48,132,False,25783,29833,70,18,52,0,chatcmpl-32e4f629-fea6-4430-986c-1ebf83b7aa99
minisweagent,sqlfluff__sqlfluff-1517,llm-049,49,132,False,26815,30937,60,8,52,0,chatcmpl-6039d01c-6404-4252-926a-7ba8adbdc606
minisweagent,sqlfluff__sqlfluff-1517,llm-050,50,132,False,27692,31870,67,19,48,0,chatcmpl-9d3c41fc-bb4b-4933-a658-7de3e213aafb
minisweagent,sqlfluff__sqlfluff-1517,llm-051,51,132,False,27973,32191,65,13,52,0,chatcmpl-f768b44a-e605-4b59-9807-2c8720338bcb
minisweagent,sqlfluff__sqlfluff-1517,llm-052,52,132,False,28912,33178,60,8,52,0,chatcmpl-da8fcc9a-c816-4fd0-9908-7c2bd7fada68
minisweagent,sqlfluff__sqlfluff-1517,llm-053,53,132,False,29703,34028,415,81,334,0,chatcmpl-5922aa1c-2241-4ab8-9e89-e46d882e8e07
minisweagent,sqlfluff__sqlfluff-1517,llm-054,54,132,False,30113,34530,589,71,518,0,chatcmpl-cc69e8c0-26aa-4120-9ff2-299c9b42a6b8
minisweagent,sqlfluff__sqlfluff-1517,llm-055,55,132,False,30739,35237,931,77,854,0,chatcmpl-c900c55a-580f-45ec-ba3c-dabf0cb21e49
minisweagent,sqlfluff__sqlfluff-1517,llm-056,56,132,False,31782,36377,1078,43,1035,0,chatcmpl-db7bca7e-22a9-4fca-a2b3-2f0b8c9d6a84
minisweagent,sqlfluff__sqlfluff-1517,llm-057,57,132,False,32915,37557,1105,54,1051,0,chatcmpl-b0db48c3-2997-4c95-9043-0773c5eb408d
minisweagent,sqlfluff__sqlfluff-1517,llm-058,58,132,False,34102,38804,190,135,55,0,chatcmpl-2540b37b-ef77-4d3e-858b-e08437f98eb0
minisweagent,sqlfluff__sqlfluff-1517,llm-059,59,132,False,34659,39549,77,22,55,0,chatcmpl-ceef972c-50c4-4c6c-9078-117b3dff473e
minisweagent,sqlfluff__sqlfluff-1517,llm-060,60,132,False,35112,40067,232,178,54,0,chatcmpl-fb368e5d-e91a-4112-a67b-2cce8c3189ec
minisweagent,sqlfluff__sqlfluff-1517,llm-061,61,132,False,36521,41750,1543,548,995,0,chatcmpl-1b72944c-472d-45c5-b81b-496507041ba8
minisweagent,sqlfluff__sqlfluff-1517,llm-062,62,132,False,37587,43367,739,647,92,0,chatcmpl-110da1d0-1bc6-4d5b-ad22-9e7eb95bcec3
minisweagent,sqlfluff__sqlfluff-1517,llm-063,63,132,False,37734,44173,204,155,49,0,chatcmpl-7de29d4a-f30c-4937-b7d4-c4ec045cebc8
minisweagent,sqlfluff__sqlfluff-1517,llm-064,64,132,False,39538,46255,205,150,55,0,chatcmpl-619fc65d-8eb5-46b8-8b12-c16b7f25d385
minisweagent,sqlfluff__sqlfluff-1517,llm-065,65,132,False,39695,46582,115,27,88,0,chatcmpl-ce918e31-aba4-4ace-9283-edb3250e7625
minisweagent,sqlfluff__sqlfluff-1517,llm-066,66,132,False,39801,46728,65,10,55,0,chatcmpl-2ee767ed-225c-40a8-bb94-29102e349e01
minisweagent,sqlfluff__sqlfluff-1517,llm-067,67,132,False,39989,46949,71,16,55,0,chatcmpl-62f13660-145f-4185-957a-e2329fc0a014
minisweagent,sqlfluff__sqlfluff-1517,llm-068,68,132,False,40236,47235,64,13,51,0,chatcmpl-a20382b7-6e24-4ac4-8f68-02901f7b7699
minisweagent,sqlfluff__sqlfluff-1517,llm-069,69,132,False,40305,47330,61,6,55,0,chatcmpl-9930d395-5bde-4624-8b42-2086393e67b3
minisweagent,sqlfluff__sqlfluff-1517,llm-070,70,132,False,40560,47614,236,17,219,0,chatcmpl-1967aa44-78b5-4cfc-b969-c1463787cbfd
minisweagent,sqlfluff__sqlfluff-1517,llm-071,71,132,False,40810,47883,61,6,55,0,chatcmpl-f48b110d-22ee-4431-ab92-70ac848296ff
minisweagent,sqlfluff__sqlfluff-1517,llm-072,72,132,False,41064,48167,51,9,42,0,chatcmpl-2770bf00-8782-40a9-98ce-84f9241d8281
minisweagent,sqlfluff__sqlfluff-1517,llm-073,73,132,False,41199,48324,90,48,42,0,chatcmpl-a3d2373b-e30d-4497-858c-3f3f50b0e88b
minisweagent,sqlfluff__sqlfluff-1517,llm-074,74,132,False,41335,48521,64,17,47,0,chatcmpl-d8759a2a-b7a5-4db7-bad2-7037d38981a6
minisweagent,sqlfluff__sqlfluff-1517,llm-075,75,132,False,41502,48718,64,23,41,0,chatcmpl-96005e4e-77d0-4cf6-8422-bb93f15f1fe3
minisweagent,sqlfluff__sqlfluff-1517,llm-076,76,132,False,41575,48823,60,14,46,0,chatcmpl-31f10e2c-85ae-406a-8c86-21c41e68aad8
minisweagent,sqlfluff__sqlfluff-1517,llm-077,77,132,False,41687,48960,60,17,43,0,chatcmpl-4ccc90de-22ef-4889-9950-bb920c4b829c
minisweagent,sqlfluff__sqlfluff-1517,llm-078,78,132,False,42545,49970,786,95,691,0,chatcmpl-00f70b70-9f02-4e72-8824-949edde54af4
minisweagent,sqlfluff__sqlfluff-1517,llm-079,79,132,False,43300,50824,1250,21,1229,0,chatcmpl-2baebcbe-d63b-4c9d-b384-2d521dfea81d
minisweagent,sqlfluff__sqlfluff-1517,llm-080,80,132,False,44731,52271,275,218,57,0,chatcmpl-fea8a16a-b672-4c7d-86d2-5b34bb7d967b
minisweagent,sqlfluff__sqlfluff-1517,llm-081,81,132,False,44865,52645,378,323,55,0,chatcmpl-0ff59e66-81df-4570-b8dc-266af6608204
minisweagent,sqlfluff__sqlfluff-1517,llm-082,82,132,False,45061,53185,903,18,885,0,chatcmpl-1b0f1d73-13ea-40d7-a5f3-a8ee9b006a3e
minisweagent,sqlfluff__sqlfluff-1517,llm-083,83,132,False,45988,54123,51,8,43,0,chatcmpl-8d50be75-0fd4-4439-bda2-1d4b11112a4c
minisweagent,sqlfluff__sqlfluff-1517,llm-084,84,132,False,46125,54281,58,16,42,0,chatcmpl-f512a642-c344-417e-b2dd-65a093407cbe
minisweagent,sqlfluff__sqlfluff-1517,llm-085,85,132,False,46260,54445,48,6,42,0,chatcmpl-b4026471-2adf-4986-abe1-1bc004507e67
minisweagent,sqlfluff__sqlfluff-1517,llm-086,86,132,False,46396,54600,53,6,47,0,chatcmpl-5e3c983f-29f0-449f-a4b1-911026bfa309
minisweagent,sqlfluff__sqlfluff-1517,llm-087,87,132,False,46563,54786,47,6,41,0,chatcmpl-a1829e1b-7671-4409-acdb-f30467143f71
minisweagent,sqlfluff__sqlfluff-1517,llm-088,88,132,False,46636,54874,53,7,46,0,chatcmpl-6d008916-aeba-4e8c-9fce-22aa295380e8
minisweagent,sqlfluff__sqlfluff-1517,llm-089,89,132,False,46748,55004,55,14,41,0,chatcmpl-d7b5576c-9b3c-45c5-93e1-1748f44ee85b
minisweagent,sqlfluff__sqlfluff-1517,llm-090,90,132,False,46820,55100,60,14,46,0,chatcmpl-aa0b222c-69e1-4067-8229-d5cf99da9b37
minisweagent,sqlfluff__sqlfluff-1517,llm-091,91,132,False,46931,55237,54,12,42,0,chatcmpl-f96c2bd0-88b6-4b27-b35e-079fee5cff7d
minisweagent,sqlfluff__sqlfluff-1517,llm-092,92,132,False,47066,55397,69,16,53,0,chatcmpl-e24a29cf-0043-4a45-b6f7-128e052e6622
minisweagent,sqlfluff__sqlfluff-1517,llm-093,93,132,False,47637,56071,43,16,27,0,chatcmpl-dbf0980a-13b6-4f74-b017-57701a6520bf
minisweagent,sqlfluff__sqlfluff-1517,llm-094,94,132,False,47946,56423,61,8,53,0,chatcmpl-baca1d9d-9ac1-4d0f-839f-f8766379cbe5
minisweagent,sqlfluff__sqlfluff-1517,llm-095,95,132,False,48948,57546,75,22,53,0,chatcmpl-fa2bd0bb-eb25-4e40-8b03-4af9186786eb
minisweagent,sqlfluff__sqlfluff-1517,llm-096,96,132,False,49359,58014,39,8,31,0,chatcmpl-28ea943c-6545-41d8-aa3f-112f8837637f
minisweagent,sqlfluff__sqlfluff-1517,llm-097,97,132,False,49823,58498,62,8,54,0,chatcmpl-45466007-2532-4b2f-83bc-47f4d4a55fa4
minisweagent,sqlfluff__sqlfluff-1517,llm-098,98,132,False,52903,62043,66,13,53,0,chatcmpl-95710f4f-30fa-4303-a97a-b8636edcf344
minisweagent,sqlfluff__sqlfluff-1517,llm-099,99,132,False,54568,63877,76,18,58,0,chatcmpl-0985461c-41db-40b5-98cf-aff9af1db0f0
minisweagent,sqlfluff__sqlfluff-1517,llm-100,100,132,False,55053,64429,70,12,58,0,chatcmpl-9f0008a4-fb1c-4b57-ac9d-c855131c960b
minisweagent,sqlfluff__sqlfluff-1517,llm-101,101,132,False,55797,65238,887,832,55,0,chatcmpl-4cfb02eb-94ad-4e3c-b596-42044ce4beb9
minisweagent,sqlfluff__sqlfluff-1517,llm-102,102,132,False,56040,66342,375,320,55,0,chatcmpl-f3ec35ca-08df-4a44-939a-a75f68e44cbf
minisweagent,sqlfluff__sqlfluff-1517,llm-103,103,132,False,56244,66891,785,271,514,0,chatcmpl-f53d5168-3575-4d2d-8037-e74aed38d5c4
minisweagent,sqlfluff__sqlfluff-1517,llm-104,104,132,False,56794,67709,75,13,62,0,chatcmpl-9d2e9345-b2f4-4d6f-a9e1-71d32edf6b2f
minisweagent,sqlfluff__sqlfluff-1517,llm-105,105,132,False,57699,68747,77,24,53,0,chatcmpl-460dc9cc-3b58-47df-83f0-67070ed3fb2a
minisweagent,sqlfluff__sqlfluff-1517,llm-106,106,132,False,58439,69600,59,17,42,0,chatcmpl-0baf41af-3606-40e7-b935-8c7f7f6c53e3
minisweagent,sqlfluff__sqlfluff-1517,llm-107,107,132,False,58574,69765,62,19,43,0,chatcmpl-80d064e8-e27c-42a0-884b-1ccb45a902a1
minisweagent,sqlfluff__sqlfluff-1517,llm-108,108,132,False,58711,69934,48,6,42,0,chatcmpl-63c7e962-a0f5-44aa-b385-feaba61ea9b4
minisweagent,sqlfluff__sqlfluff-1517,llm-109,109,132,False,58847,70089,47,6,41,0,chatcmpl-d3498cd2-5fc1-4945-874f-be114f594103
minisweagent,sqlfluff__sqlfluff-1517,llm-110,110,132,False,58920,70177,53,7,46,0,chatcmpl-62615a00-9894-49ea-a26b-318148bad791
minisweagent,sqlfluff__sqlfluff-1517,llm-111,111,132,False,59032,70307,55,14,41,0,chatcmpl-c251edd6-63e6-4549-b945-0d54881da169
minisweagent,sqlfluff__sqlfluff-1517,llm-112,112,132,False,59104,70403,60,14,46,0,chatcmpl-ae48d52e-809a-4dbd-92e2-30fa639eda41
minisweagent,sqlfluff__sqlfluff-1517,llm-113,113,132,False,59215,70540,63,12,51,0,chatcmpl-9d914661-a5b7-45b0-b9db-c9ca6c39f272
minisweagent,sqlfluff__sqlfluff-1517,llm-114,114,132,False,60430,71864,92,32,60,0,chatcmpl-5950a71a-af45-46dc-89cd-bd156c32ac2e
minisweagent,sqlfluff__sqlfluff-1517,llm-115,115,132,False,60855,72358,41,8,33,0,chatcmpl-06ca6d55-86ef-43c5-b269-e7c1442b3425
minisweagent,sqlfluff__sqlfluff-1517,llm-116,116,132,False,60958,72486,65,8,57,0,chatcmpl-ec2ef7d0-6a24-47b9-9b62-37078891170e
minisweagent,sqlfluff__sqlfluff-1517,llm-117,117,132,False,62835,74606,80,21,59,0,chatcmpl-b6a938e4-0540-4035-a45e-a718536f51da
minisweagent,sqlfluff__sqlfluff-1517,llm-118,118,132,False,63844,75755,68,22,46,0,chatcmpl-43d39bab-75c3-4a58-a89f-2f71773bc5c4
minisweagent,sqlfluff__sqlfluff-1517,llm-119,119,132,False,64553,76554,441,397,44,0,chatcmpl-36dc0a32-a765-4b1f-bfee-5fc4087746be
minisweagent,sqlfluff__sqlfluff-1517,llm-120,120,132,False,64697,77108,236,91,145,0,chatcmpl-a0d08c4b-a7c4-4d0e-9e06-865f49bbca10
minisweagent,sqlfluff__sqlfluff-1517,llm-121,121,132,False,64901,77414,537,493,44,0,chatcmpl-ed449750-2135-4d1a-826c-469b6c6e8d5f
minisweagent,sqlfluff__sqlfluff-1517,llm-122,122,132,False,65045,78064,91,49,42,0,chatcmpl-16941e8a-6dfd-42d3-9631-0922d35439ac
minisweagent,sqlfluff__sqlfluff-1517,llm-123,123,132,False,65180,78261,118,58,60,0,chatcmpl-2c07b348-e35c-489a-88ef-8c81d8a16a08
minisweagent,sqlfluff__sqlfluff-1517,llm-124,124,132,False,66658,79917,106,49,57,0,chatcmpl-2e49ae7e-ca36-4167-94e5-581e121d551c
minisweagent,sqlfluff__sqlfluff-1517,llm-125,125,132,False,67478,80860,95,36,59,0,chatcmpl-89886dcd-b339-4ae6-8139-f6fae38ed670
minisweagent,sqlfluff__sqlfluff-1517,llm-126,126,132,False,68137,81601,88,26,62,0,chatcmpl-9b3ab7a7-7955-42f4-a00e-fb63f5753ad8
minisweagent,sqlfluff__sqlfluff-1517,llm-127,127,132,False,68862,82420,62,20,42,0,chatcmpl-2c83adf7-3556-4dbc-8fed-b8cd6b51eb92
minisweagent,sqlfluff__sqlfluff-1517,llm-128,128,132,False,68997,82588,54,12,42,0,chatcmpl-a516d34b-472b-4e14-9e2c-bd968b220377
minisweagent,sqlfluff__sqlfluff-1517,llm-129,129,132,False,69079,82699,73,11,62,0,chatcmpl-0b04ba54-b1a1-4ec5-9303-624bd0468511
minisweagent,sqlfluff__sqlfluff-1517,llm-130,130,132,False,69804,83503,55,13,42,0,chatcmpl-a8fa5574-1f0d-4298-87fe-7d5ddb7d7d2a
minisweagent,sqlfluff__sqlfluff-1517,llm-131,131,132,False,69886,83615,65,16,49,0,chatcmpl-00edd4ab-de32-4dab-960e-239a9795dd4f
minisweagent,sqlfluff__sqlfluff-1517,llm-132,132,132,False,70598,84411,74,13,61,0,chatcmpl-4b4bb09d-e2c2-4851-8a01-4c3683031ab3
minisweagent,sqlfluff__sqlfluff-1763,llm-001,1,136,False,2990,3499,258,157,101,0,chatcmpl-31255437-b67e-4f52-987e-e3229dc5d7f8
minisweagent,sqlfluff__sqlfluff-1763,llm-002,2,136,False,3457,4179,46,16,30,0,chatcmpl-9e3846c9-f164-426f-9a3d-c682ef6793dc
minisweagent,sqlfluff__sqlfluff-1763,llm-003,3,136,False,4411,5171,47,16,31,0,chatcmpl-c2c24c5d-4dce-4dd3-a702-6473f22df2f3
minisweagent,sqlfluff__sqlfluff-1763,llm-004,4,136,False,4585,5371,46,12,34,0,chatcmpl-7b7c88e0-e5d9-4aef-a62f-fc8ef3942d66
minisweagent,sqlfluff__sqlfluff-1763,llm-005,5,136,False,4978,5786,51,16,35,0,chatcmpl-096e554a-b938-4645-a0e5-2ec6cc863964
minisweagent,sqlfluff__sqlfluff-1763,llm-006,6,136,False,5210,6044,51,15,36,0,chatcmpl-cbdb8004-54c8-44f5-badc-b412df6ef319
minisweagent,sqlfluff__sqlfluff-1763,llm-007,7,136,False,7657,8677,71,29,42,0,chatcmpl-66ff9f02-344b-4540-976a-d0600448c56d
minisweagent,sqlfluff__sqlfluff-1763,llm-008,8,136,False,7726,8786,56,8,48,0,chatcmpl-66458f5f-dc79-4445-953e-c72fe79dfef0
minisweagent,sqlfluff__sqlfluff-1763,llm-009,9,136,False,8670,9785,64,20,44,0,chatcmpl-eb8fb918-875d-4898-8827-cefd3baf7975
minisweagent,sqlfluff__sqlfluff-1763,llm-010,10,136,False,8753,9899,58,10,48,0,chatcmpl-4ddb91a9-8768-4643-814e-dc0fd248dcce
minisweagent,sqlfluff__sqlfluff-1763,llm-011,11,136,False,9088,10270,71,30,41,0,chatcmpl-7827c601-d9b4-4c71-927b-0177b6f6898a
minisweagent,sqlfluff__sqlfluff-1763,llm-012,12,136,False,9235,10467,66,26,40,0,chatcmpl-89f02b99-0ca6-46f2-9c58-b975a7bbf9e6
minisweagent,sqlfluff__sqlfluff-1763,llm-013,13,136,False,10325,11641,58,18,40,0,chatcmpl-bf114118-14a8-4dad-95d7-f9e0100c25ec
minisweagent,sqlfluff__sqlfluff-1763,llm-014,14,136,False,12571,14006,163,118,45,0,chatcmpl-bff4f875-b46b-4709-8da4-6b2b08531b33
minisweagent,sqlfluff__sqlfluff-1763,llm-015,15,136,False,12664,14229,62,20,42,0,chatcmpl-bfc356d0-70b4-43a1-822c-bb1022daab14
minisweagent,sqlfluff__sqlfluff-1763,llm-016,16,136,False,12781,14378,66,16,50,0,chatcmpl-4642ddad-04bd-4f4e-bfa7-88b62db8ed66
minisweagent,sqlfluff__sqlfluff-1763,llm-017,17,136,False,13119,14750,65,17,48,0,chatcmpl-38a7d64f-a080-43cb-9c67-1b799390f4cb
minisweagent,sqlfluff__sqlfluff-1763,llm-018,18,136,False,13494,15161,56,19,37,0,chatcmpl-ab255dac-701c-4e30-bd54-ab0b5846bd9e
minisweagent,sqlfluff__sqlfluff-1763,llm-019,19,136,False,13662,15365,226,176,50,0,chatcmpl-e46bbb40-a8a2-4038-a265-728f5b422129
minisweagent,sqlfluff__sqlfluff-1763,llm-020,20,136,False,13934,15828,130,97,33,0,chatcmpl-0662bd0e-a906-44d1-86df-623e6cf5c3c7
minisweagent,sqlfluff__sqlfluff-1763,llm-021,21,136,False,13987,15989,185,13,172,0,chatcmpl-f846d884-e0fa-41cb-82a5-15f1d1067267
minisweagent,sqlfluff__sqlfluff-1763,llm-022,22,136,False,14170,16205,213,13,200,0,chatcmpl-467590b2-5b8a-46bc-a17b-dda8c72b1792
minisweagent,sqlfluff__sqlfluff-1763,llm-023,23,136,False,14390,16449,68,18,50,0,chatcmpl-b9f5a377-a5ae-4d2e-86a5-025de0790c27
minisweagent,sqlfluff__sqlfluff-1763,llm-024,24,136,False,14475,16564,52,9,43,0,chatcmpl-42769099-e2dd-4c5c-9105-6a0c446f3f6a
minisweagent,sqlfluff__sqlfluff-1763,llm-025,25,136,False,15275,17439,61,11,50,0,chatcmpl-eac3b17d-e5ab-4618-8fae-42425e51ff44
minisweagent,sqlfluff__sqlfluff-1763,llm-026,26,136,False,15414,17601,230,30,200,0,chatcmpl-1c2435b4-47e3-4b97-a281-d815826ea72a
minisweagent,sqlfluff__sqlfluff-1763,llm-027,27,136,False,15634,17862,172,16,156,0,chatcmpl-ff959314-4dcb-4af6-be42-747ed7726803
minisweagent,sqlfluff__sqlfluff-1763,llm-028,28,136,False,15803,18065,61,11,50,0,chatcmpl-6a295fe5-7745-473c-b30f-d5378add6b24
minisweagent,sqlfluff__sqlfluff-1763,llm-029,29,136,False,18355,20788,89,22,67,0,chatcmpl-23ea3f19-b575-4b71-abaf-df7318f4212f
minisweagent,sqlfluff__sqlfluff-1763,llm-030,30,136,False,18493,20955,242,34,208,0,chatcmpl-134ce2aa-ae3c-40cf-bb03-f88750bbfa9c
minisweagent,sqlfluff__sqlfluff-1763,llm-031,31,136,False,18721,21228,69,19,50,0,chatcmpl-d8692af8-b8ae-41be-b55b-51a52c7de3ce
minisweagent,sqlfluff__sqlfluff-1763,llm-032,32,136,False,21262,23946,134,101,33,0,chatcmpl-2a79ab3d-8214-4646-897e-aea207c649be
minisweagent,sqlfluff__sqlfluff-1763,llm-033,33,136,False,21412,24217,598,436,162,0,chatcmpl-cf26d586-2db5-44dd-879c-e758d501a4a7
minisweagent,sqlfluff__sqlfluff-1763,llm-034,34,136,False,21586,24846,515,454,61,0,chatcmpl-15b40234-d8fa-45df-a059-de863f7c738e
minisweagent,sqlfluff__sqlfluff-1763,llm-035,35,136,False,23657,27479,82,43,39,0,chatcmpl-f4a9728e-10d7-48ac-9554-6faa218094b8
minisweagent,sqlfluff__sqlfluff-1763,llm-036,36,136,False,23812,27698,145,67,78,0,chatcmpl-4883034b-7419-42ba-a854-428e9a62c143
minisweagent,sqlfluff__sqlfluff-1763,llm-037,37,136,False,24023,27987,344,201,143,0,chatcmpl-ae397b94-0345-43ab-a64c-85d66bf70588
minisweagent,sqlfluff__sqlfluff-1763,llm-038,38,136,False,24240,28406,141,6,135,0,chatcmpl-c3e346ca-dc8b-4212-a560-bb078225bea0
minisweagent,sqlfluff__sqlfluff-1763,llm-039,39,136,False,24526,28706,120,68,52,0,chatcmpl-1d2eec9f-2caf-4305-889c-5773c944d1a1
minisweagent,sqlfluff__sqlfluff-1763,llm-040,40,136,False,24598,28857,65,9,56,0,chatcmpl-45ad8660-151f-4526-9e9d-476e3ee38fe1
minisweagent,sqlfluff__sqlfluff-1763,llm-041,41,136,False,25122,29413,42,8,34,0,chatcmpl-e8b52c69-107a-4338-898b-3245c422c84b
minisweagent,sqlfluff__sqlfluff-1763,llm-042,42,136,False,25189,29499,593,545,48,0,chatcmpl-461fe35e-a355-44af-bc08-e31117497922
minisweagent,sqlfluff__sqlfluff-1763,llm-043,43,136,False,25257,30123,65,8,57,0,chatcmpl-99908f15-9fd9-4824-a42f-563b06c6da40
minisweagent,sqlfluff__sqlfluff-1763,llm-044,44,136,False,26012,30912,374,334,40,0,chatcmpl-b21c2864-3666-42d4-b5ee-fa02acba1e4b
minisweagent,sqlfluff__sqlfluff-1763,llm-045,45,136,False,26117,31365,48,10,38,0,chatcmpl-cd7e9419-c4a6-466b-a782-36f8bc6d36cb
minisweagent,sqlfluff__sqlfluff-1763,llm-046,46,136,False,28548,33878,162,112,50,0,chatcmpl-755e785b-a4de-4751-b2e1-068ec1256532
minisweagent,sqlfluff__sqlfluff-1763,llm-047,47,136,False,29312,34794,70,19,51,0,chatcmpl-e300c269-d62a-49d3-abd8-054c1858f3d2
minisweagent,sqlfluff__sqlfluff-1763,llm-048,48,136,False,29698,35227,238,187,51,0,chatcmpl-bcdf207a-af01-4177-8bb7-69c08cc872fe
minisweagent,sqlfluff__sqlfluff-1763,llm-049,49,136,False,29769,35496,65,9,56,0,chatcmpl-911179e9-77ce-40ad-ac23-11716506e60c
minisweagent,sqlfluff__sqlfluff-1763,llm-050,50,136,False,30868,36636,111,77,34,0,chatcmpl-e745fbf3-7df8-4791-bc03-12db04ff187b
minisweagent,sqlfluff__sqlfluff-1763,llm-051,51,136,False,30932,36789,106,27,79,0,chatcmpl-e53866a2-420d-49ad-b593-34e641efe6d2
minisweagent,sqlfluff__sqlfluff-1763,llm-052,52,136,False,31098,36988,301,93,208,0,chatcmpl-866f156d-1fb3-4ddb-9994-d8fea3527a69
minisweagent,sqlfluff__sqlfluff-1763,llm-053,53,136,False,31326,37320,75,23,52,0,chatcmpl-b4847602-d6d7-41b7-a469-6475ec0fb0c2
minisweagent,sqlfluff__sqlfluff-1763,llm-054,54,136,False,31398,37426,72,15,57,0,chatcmpl-b16e4194-cfb5-4eb0-8cfb-0bed0ae94162
minisweagent,sqlfluff__sqlfluff-1763,llm-055,55,136,False,32500,38575,696,630,66,0,chatcmpl-f4017e32-5f10-4d4c-a780-47460cbf22c3
minisweagent,sqlfluff__sqlfluff-1763,llm-056,56,136,False,32585,39302,70,13,57,0,chatcmpl-e968ac34-3d96-4d53-82e7-2f114f510d31
minisweagent,sqlfluff__sqlfluff-1763,llm-057,57,136,False,34094,40874,151,102,49,0,chatcmpl-05cc803d-9598-4497-8d10-47fb2d415c9f
minisweagent,sqlfluff__sqlfluff-1763,llm-058,58,136,False,34163,41056,77,19,58,0,chatcmpl-e0159143-8431-4e2e-b842-2e6b59de07f3
minisweagent,sqlfluff__sqlfluff-1763,llm-059,59,136,False,35216,42160,381,329,52,0,chatcmpl-99726acd-e5e5-427f-91ca-c927fd0fdc8a
minisweagent,sqlfluff__sqlfluff-1763,llm-060,60,136,False,36666,44015,202,145,57,0,chatcmpl-589a6a5c-1a55-4b74-8bd5-7d02b8ba4916
minisweagent,sqlfluff__sqlfluff-1763,llm-061,61,136,False,36741,44248,502,396,106,0,chatcmpl-934fafb0-701a-49e3-9f0e-741d8ea9ca74
minisweagent,sqlfluff__sqlfluff-1763,llm-062,62,136,False,36908,44811,711,656,55,0,chatcmpl-4c54daa6-bb85-45a1-8391-c63440d36844
minisweagent,sqlfluff__sqlfluff-1763,llm-063,63,136,False,36982,45553,77,20,57,0,chatcmpl-b19bbcb6-0c13-414c-b44f-df69c2857be0
minisweagent,sqlfluff__sqlfluff-1763,llm-064,64,136,False,37059,45661,74,15,59,0,chatcmpl-fd81fba2-914e-43e7-8858-8fc0edacd163
minisweagent,sqlfluff__sqlfluff-1763,llm-065,65,136,False,38126,46773,327,269,58,0,chatcmpl-0286f038-81ed-4166-b2f6-f1943a7e9cbb
minisweagent,sqlfluff__sqlfluff-1763,llm-066,66,136,False,38205,47131,79,19,60,0,chatcmpl-7750f94a-f6c4-4063-b7b9-7d10acfd873a
minisweagent,sqlfluff__sqlfluff-1763,llm-067,67,136,False,39278,48250,101,51,50,0,chatcmpl-85b0a2db-41d2-417a-8e49-7f5db319080a
minisweagent,sqlfluff__sqlfluff-1763,llm-068,68,136,False,39550,48588,277,133,144,0,chatcmpl-98e7a195-fa1b-44cd-ba53-660aa4d553dc
minisweagent,sqlfluff__sqlfluff-1763,llm-069,69,136,False,39780,48946,567,497,70,0,chatcmpl-31f9d32d-9af5-4754-b385-1bb66ae46424
minisweagent,sqlfluff__sqlfluff-1763,llm-070,70,136,False,39871,49544,902,848,54,0,chatcmpl-474a5863-b566-493f-8c06-559117bf3f3d
minisweagent,sqlfluff__sqlfluff-1763,llm-071,71,136,False,39943,50477,128,15,113,0,chatcmpl-c7941fd8-b29a-4982-af69-52c3dd0fde59
